English Name,English District,Best Arabic Match,Match Score,Cand1,Cand1_Lat,Cand1_Score,Cand2,Cand2_Lat,Cand2_Score,Cand3,Cand3_Lat,Cand3_Score
Aïn-el-Katmoune,Bint Jbayl,تبنين حي التحتاني,50.0,تبنين حي التحتاني,عين el كتمني,50.0,تبنين حي آل بري,عين el كتمني,50.0,عيتا الجبل,عين el كتمن,42.10526315789474
Aïta-el-Zut,Bint Jbayl,عيتا الجبل,44.44444444444444,عيتا الجبل,ايتا el زت,44.44444444444444,تبنين حي التحتاني,اتا el زت,38.46153846153846,تبنين حي آل بري,أية el زت,38.095238095238095
Haddacé,Bint Jbayl,حداثا,60.0,حداثا,حداقي,60.0,تبنين حي التحتاني,حداقي,35.294117647058826,تبنين حي الفوقاني,حداقي,27.272727272727266
Salhané,Bint Jbayl,تبنين حي التحتاني,50.0,تبنين حي التحتاني,صالحاني,50.0,تبنين حي الفوقاني,صالحاني,41.666666666666664,تبنين حي الكاثوليك,صالحاني,40.0
Al-Dellafé,Hasbaya,الدلافة,61.53846153846154,الدلافة,Al دلافه,61.53846153846154,الفرديس,Al دلفي,42.857142857142854,الخيام شمالي,Al دلفي,35.294117647058826
El-Habbariyé,Hasbaya,الهبارية,66.66666666666666,الهبارية,El هباريه,66.66666666666666,حاصبيا حي السراي,El حباري,52.63157894736842,حاصبيا حي العين,El حباري,44.44444444444444
El-Kahlouat,Hasbaya,برج الملوك,37.5,برج الملوك,El كحلوت,37.5,الجديدة حي القلعة,El قحلت,35.294117647058826,القليعه,El قحلت,33.33333333333333
El-Khreibé,Hasbaya,الخيام غربي,47.05882352941177,الخيام غربي,El خريبي,47.05882352941177,الجديدة حي السراي,El خرايب,44.44444444444444,حاصبيا حي السراي,El خرايب,42.10526315789474
Nkhailé,Hasbaya,الخيام شمالي,53.333333333333336,الخيام شمالي,نخيلي,53.333333333333336,الفرديس,نخايلي,46.15384615384615,القليعه,نخايله,46.15384615384615
Slaïyeb,Hasbaya,رب ثلاثين,57.142857142857146,رب ثلاثين,سلايب,57.142857142857146,الوزاني,سلايب,50.0,الهبارية,سلايب,46.15384615384615
Adchite El-Koussair,Marjaayoun,عديسه,44.44444444444444,عديسه,عدشيت El كسير,44.44444444444444,الجديدة حي السراي,عدشيت El كسير,43.47826086956522,الجديدة حي المدارس,عدشيت El كسائر,40.0
Adeicé,Marjaayoun,عديسه,60.0,عديسه,عاديك,60.0,الفرديس,اديك,54.54545454545455,الوزاني,اديك,44.44444444444444
Deir Mimas Doumiat,Marjaayoun,الجديدة حي المدارس,64.0,الجديدة حي المدارس,داير مماس دمية,64.0,الجديدة حي السراي,داير ميمس دمية,55.172413793103445,الجديدة حي العيون,داير ميمس دمية,55.172413793103445
El-Amra,Marjaayoun,الهبارية,46.15384615384615,الهبارية,El امرة,46.15384615384615,سرده والعمره,El عمر,44.44444444444444,الخيام شرقي,El امرة,37.5
El-Kleia,Marjaayoun,القليعه,50.0,القليعه,El قليا,50.0,الجديدة حي القلعة,El قلية,47.05882352941177,الهبارية,El كلية,40.0
Houra,Marjaayoun,الهبارية,44.44444444444444,الهبارية,حرة,44.44444444444444,بويضة,حورة,44.44444444444444,حاصبيا حي السراي,حرا,42.857142857142854
Mazraet-El-Jrein,Marjaayoun,الجديدة حي السراي,50.0,الجديدة حي السراي,مزراية El جرين,50.0,الجديدة حي المدارس,مازرعت El جرين,48.0,ميس الجبل شرقي,مزرية El جرين,48.0
Mazraet el-Sarada,Marjaayoun,الجديدة حي السراي,50.0,الجديدة حي السراي,مزراية el صردة,50.0,سرده والعمره,مزرعة el سرد,50.0,الجديدة حي المدارس,مازرعت el صردة,48.0
Rabb Salacine,Marjaayoun,رب ثلاثين,70.58823529411765,رب ثلاثين,رب سلكين,70.58823529411765,حاصبيا حي السراي,راب سالكين,57.142857142857146,برج الملوك,رب سلكن,53.333333333333336
Abba,Nabatiyeh,جباع,57.142857142857146,جباع,أبا,57.142857142857146,الشرقية,ابة,40.0,قعقعية الجسر,ابة,26.66666666666667
Ali El-Taher,Nabatiyeh,قعقعية الجسر,43.47826086956522,قعقعية الجسر,علي El طاهر,43.47826086956522,الشرقية,علي El طاهر,33.33333333333333,جباع,عل El طاهر,28.57142857142857
Bfarwé,Nabatiyeh,كفروة,66.66666666666666,كفروة,بفرو,66.66666666666666,الشرقية,بفاروي,46.15384615384615,جباع,بفاروه,40.0
El-Charkiyé,Nabatiyeh,الشرقية,66.66666666666666,الشرقية,El شرقي,66.66666666666666,قعقعية الجسر,El شرقي,35.294117647058826,جباع,El شاركي,16.66666666666667
El-Hamra,Nabatiyeh,الشرقية,33.33333333333333,الشرقية,El حمرة,33.33333333333333,كفروة,El حمرة,33.33333333333333,قعقعية الجسر,El حمرة,23.529411764705884
Hmaïla,Nabatiyeh,الشرقية,50.0,الشرقية,حمالة,50.0,قعقعية الجسر,حمالة,35.294117647058826,جباع,حملا,25.0
Izzé,Nabatiyeh,الشرقية,40.0,الشرقية,اذي,40.0,جباع,اظ,33.33333333333333,قعقعية الجسر,اذي,26.66666666666667
Kafr Dajjal,Nabatiyeh,كفروة,50.0,كفروة,كفر دجل,50.0,الشرقية,كفر دجال,40.0,قعقعية الجسر,قفر دجال,40.0
Kafra-Jbah,Nabatiyeh,كفروة,61.53846153846154,كفروة,كفرة جبة,61.53846153846154,جباع,كفرا جبة,50.0,الشرقية,كفرة جباه,37.5
Kakiat El-Jisr,Nabatiyeh,قعقعية الجسر,57.142857142857146,قعقعية الجسر,قاقت El جسر,57.142857142857146,الشرقية,كقيت El جسر,37.5,جباع,قاقت El جسر,26.66666666666667
Ksaibé,Nabatiyeh,قعقعية الجسر,28.57142857142857,قعقعية الجسر,كسيب,28.57142857142857,جباع,كثيب,25.0,الشرقية,كثيب,22.22222222222223
Mazraat-el-Khreibé,Nabatiyeh,قعقعية الجسر,34.78260869565217,قعقعية الجسر,مزرعة el خريب,34.78260869565217,الشرقية,مزرعة el خريب,33.33333333333333,جباع,مازرعت el خريب,33.33333333333333
Mazraet Bsaffour,Nabatiyeh,قعقعية الجسر,50.0,قعقعية الجسر,مزرعة بسفر,50.0,الشرقية,مزرية بسافر,44.44444444444444,جباع,مزرعة بسافر,40.0
Mazraet Chaal Baal,Nabatiyeh,الشرقية,60.0,الشرقية,مزرية شال بال,60.0,قعقعية الجسر,مزرعة شعل بال,48.0,جباع,مزرعة شال بال,35.294117647058826
Mazraet Dmoul,Nabatiyeh,الشرقية,50.0,الشرقية,مزرية دمل,50.0,قعقعية الجسر,مزرعة دمل,38.095238095238095,جباع,مازرعت دمل,28.57142857142857
Mazraet El-Bayad,Nabatiyeh,الشرقية,40.0,الشرقية,مزرية El بياض,40.0,جباع,مزرعة El بياض,35.294117647058826,قعقعية الجسر,مزرعة El بياض,32.0
Mazraet Kalaat Meiss,Nabatiyeh,الشرقية,45.45454545454545,الشرقية,مزرية كالات ميس,45.45454545454545,قعقعية الجسر,مزرعة كالات مايس,42.857142857142854,كفروة,مزرعة كلات ميس,31.578947368421055
Mazraet Kfar Jaouz,Nabatiyeh,كفروة,44.44444444444444,كفروة,مزرعة كفر جوز,44.44444444444444,قعقعية الجسر,مزرعة كفر جوز,43.47826086956522,الشرقية,مزرية كفر جاوز,38.095238095238095
Basbina,Batroun,قندولا,33.33333333333333,قندولا,بسبينا,33.33333333333333,عورا,بسبينا,20.0,غوما,بسبينا,20.0
Beit Ksab,Batroun,راشكده,28.57142857142857,راشكده,بايت كسب,28.57142857142857,عورا,بيت كساب,16.66666666666667,غوما,بيت كساب,16.66666666666667
Chouma,Batroun,غوما,75.0,غوما,شوما,75.0,عورا,شوما,50.0,قندولا,شوما,40.0
Deir Kfifane,Batroun,راشكده,40.0,راشكده,دير كففنه,40.0,عورا,دير كفيفان,28.57142857142857,قندولا,داير كففن,26.66666666666667
Deir Mar Youhanna Douma,Batroun,غوما,31.578947368421055,غوما,دير مر يحن دوما,31.578947368421055,راشكده,دير مار يهن ضم,30.0,عورا,دير مار يحن دوما,30.0
Deir Mar Youssef Jrabta,Batroun,راشكده,27.272727272727266,راشكده,دير مر يصف جربتا,27.272727272727266,عورا,دير مار يصف جربت,20.0,غوما,دير مار يصف جربت,20.0
Harbouna,Batroun,عورا,44.44444444444444,عورا,حربنا,44.44444444444444,راشكده,حربنا,36.36363636363637,غوما,حاربونا,36.36363636363637
Karnaoun,Batroun,قندولا,54.54545454545455,قندولا,قرنون,54.54545454545455,عورا,قرناٌ,44.44444444444444,راشكده,قرناٌ,36.36363636363637
Kfar Heloss,Batroun,عورا,33.33333333333333,عورا,كفر حلوس,33.33333333333333,راشكده,كفر هلس,30.769230769230774,غوما,كفار حلوس,30.769230769230774
Koubba,Batroun,عورا,50.0,عورا,كوبا,50.0,غوما,كوبا,50.0,قندولا,كوبا,40.0
Billa,Bcharre,المغر وبلا,54.54545454545455,المغر وبلا,بلا,54.54545454545455,بشري حي مار سابا,باللا,33.33333333333333,بشري حي مار يوحنا,باللا,31.578947368421055
Mchaa Ej Jobbé,Bcharre,بشري حي مار سابا,52.17391304347826,بشري حي مار سابا,مشا ايج جب,52.17391304347826,المغر وبلا,مشا اج جوبه,47.61904761904762,بشري حي المقدمين,مشا ايج جبي,44.44444444444444
Mugher-el-Ahwel,Bcharre,المغر وبلا,63.1578947368421,المغر وبلا,مغر el أحول,63.1578947368421,بشري حي مار سابا,مغار el أحوال,48.275862068965516,بشري حي مار يوحنا,مغار el أحويل,46.666666666666664
Al-Boukaia,Koura,اجد عبرين,40.0,اجد عبرين,Al بقي,40.0,البحصاص,Al بقيا,33.33333333333333,ضهر العين,Al بقي,30.769230769230774
Al-Hraïché,Koura,اجد عبرين,37.5,اجد عبرين,Al حريش,37.5,حارة الخاصة,Al حرش,35.294117647058826,ضهر العين,Al حريش,28.57142857142857
Belmand,Koura,ضهر العين,53.333333333333336,ضهر العين,بالمنض,53.333333333333336,ضهور الهوا,بالمانض,47.05882352941177,البحصاص,بالماند,42.857142857142854
Ejdabrine,Koura,اجد عبرين,75.0,اجد عبرين,إجدبرين,75.0,ضهر العين,إجدبرين,42.857142857142854,ضهور الهوا,إجدبرنه,26.66666666666667
Majdel,Koura,اجد عبرين,42.857142857142854,اجد عبرين,ماجدل,42.857142857142854,البحصاص,مجدال,33.33333333333333,ضهر العين,مجدال,28.57142857142857
Aassaymout,Minieh-Danieh,المنية,30.769230769230774,المنية,آسايموت,30.769230769230774,الريحانية,آسايموت,28.57142857142857,,,
Al-Minieh,Minieh-Danieh,المنية,54.54545454545455,المنية,Al منيه,54.54545454545455,الريحانية,Al مينيه,40.0,,,
Azka,Minieh-Danieh,المنية,25.0,المنية,أزقة,25.0,الريحانية,أزقة,18.181818181818187,,,
Bakhoune,Minieh-Danieh,المنية,44.44444444444444,المنية,بخوني,44.44444444444444,الريحانية,باخن,36.36363636363637,,,
Bchnnata,Minieh-Danieh,المنية,44.44444444444444,المنية,بشنطة,44.44444444444444,الريحانية,بشنطة,33.33333333333333,,,
Bechhara,Minieh-Danieh,الريحانية,33.33333333333333,الريحانية,بشهرة,33.33333333333333,المنية,بشهرة,22.22222222222223,,,
Behweité,Minieh-Danieh,المنية,44.44444444444444,المنية,بهوية,44.44444444444444,الريحانية,بهوية,33.33333333333333,,,
Beit Zaoud,Minieh-Danieh,المنية,36.36363636363637,المنية,بية زود,36.36363636363637,الريحانية,بايت زاود,33.33333333333333,,,
Bkarsouna,Minieh-Danieh,الريحانية,46.15384615384615,الريحانية,بقرصنة,46.15384615384615,المنية,بقرصنة,40.0,,,
Btehline,Minieh-Danieh,المنية,50.0,المنية,بتهلني,50.0,الريحانية,بتهلني,40.0,,,
El-Watié et Harf Siad,Minieh-Danieh,الريحانية,37.03703703703704,الريحانية,El وتي ات حرف صياد,37.03703703703704,المنية,El وت اية حرف سيد,26.086956521739125,,,
Jarjoura,Minieh-Danieh,الريحانية,33.33333333333333,الريحانية,جرجرة,33.33333333333333,المنية,جرجرة,22.22222222222223,,,
Jaroun,Minieh-Danieh,الريحانية,46.15384615384615,الريحانية,جارن,46.15384615384615,المنية,جارن,40.0,,,
Kattiné,Minieh-Danieh,المنية,50.0,المنية,قطني,50.0,الريحانية,كتين,36.36363636363637,,,
Kfar Bibnine,Minieh-Danieh,الريحانية,35.294117647058826,الريحانية,كفر ببنيني,35.294117647058826,المنية,كفر ببنين,30.769230769230774,,,
Kharnoub,Minieh-Danieh,الريحانية,42.857142857142854,الريحانية,خارنب,42.857142857142854,المنية,خارنب,36.36363636363637,,,
litige,Minieh-Danieh,الريحانية,42.857142857142854,الريحانية,لتيجي,42.857142857142854,المنية,لتجي,40.0,,,
Mazraat Ketrane,Minieh-Danieh,الريحانية,52.63157894736842,الريحانية,مزرعة قطراني,52.63157894736842,المنية,مزرعة قطراني,44.44444444444444,,,
Mazraet El-Krême,Minieh-Danieh,الريحانية,47.61904761904762,الريحانية,مزراية El كرمي,47.61904761904762,المنية,مزرية El كرام,42.10526315789474,,,
Mrabine,Minieh-Danieh,المنية,66.66666666666666,المنية,مربني,66.66666666666666,الريحانية,مربين,50.0,,,
Mrah-El-Sfiré,Minieh-Danieh,المنية,28.57142857142857,المنية,مرة El صفر,28.57142857142857,الريحانية,مرة El صفر,23.529411764705884,,,
Nemrine et Bakoura,Minieh-Danieh,الريحانية,45.45454545454545,الريحانية,نمرين ات بكرا,45.45454545454545,المنية,نمرني ات بكر,44.44444444444444,,,
Omar,Minieh-Danieh,المنية,40.0,المنية,امار,40.0,الريحانية,عمار,30.769230769230774,,,
Qarhaiya,Minieh-Danieh,الريحانية,61.53846153846154,الريحانية,قرهيية,61.53846153846154,المنية,قرهيية,40.0,,,
Qemmamine,Minieh-Danieh,المنية,66.66666666666666,المنية,كممني,66.66666666666666,الريحانية,كمامن,33.33333333333333,,,
Qraine,Minieh-Danieh,الريحانية,66.66666666666666,الريحانية,قريني,66.66666666666666,المنية,قريني,44.44444444444444,,,
Tourbol,Minieh-Danieh,المنية,20.0,المنية,تربل,20.0,الريحانية,تربل,18.181818181818187,,,
Zouk Bhanine,Minieh-Danieh,الريحانية,40.0,الريحانية,ذك بحنين,40.0,المنية,ذك بحنين,33.33333333333333,,,
Al-Mina Jardins,Tripoli,الرمانة,50.0,الرمانة,Al منة جاردنس,50.0,الميناء,Al مينا جاردنس,47.61904761904762,التبانة,Al منة جاردنس,33.33333333333333
Al-Mina No1,Tripoli,الميناء,50.0,الميناء,Al مينا No1,50.0,الرمانة,Al منة No1,40.0,وادي النحلة,Al منة No1,28.57142857142857
Al-Mina No2,Tripoli,الميناء,66.66666666666666,الميناء,Al مينا نء,66.66666666666666,الرمانة,Al منا نؤ,42.857142857142854,وادي النحلة,Al منة نوء,38.095238095238095
Al-Mina No3,Tripoli,الميناء,53.333333333333336,الميناء,Al مينا نع,53.333333333333336,الرمانة,Al منا نع,42.857142857142854,وادي النحلة,Al منة نوع,38.095238095238095
Tripoli Al-Kobbé,Tripoli,وادي النحلة,34.78260869565217,وادي النحلة,تربل Al كوبي,34.78260869565217,السويقه,تربل Al كوبي,31.578947368421055,التبانة,تربل Al كب,26.66666666666667
Tripoli Al-Mouhaitra,Tripoli,المهاترة,54.54545454545455,المهاترة,تربل Al مهيترة,54.54545454545455,الزاهرية,تربل Al مهيترة,36.36363636363637,التبانة,تربل Al مهيترة,31.578947368421055
Tripoli Al-Rmmanieh,Tripoli,الرمانة,47.61904761904762,الرمانة,تربل Al رمانيه,47.61904761904762,التبانة,تربل Al رمانيه,42.10526315789474,وادي النحلة,طربول Al رمانيح,38.46153846153846
Tripoli Al-Souéka,Tripoli,السويقه,44.44444444444444,السويقه,تربل Al سوق,44.44444444444444,التبانة,تربل Al ثقة,37.5,القبة,تربل Al ثقة,37.5
Tripoli Al-Tabbaneh,Tripoli,التبانة,44.44444444444444,التبانة,تربل Al تبانه,44.44444444444444,الزاهرية,تريبل Al تبانه,40.0,المهاترة,تربل Al تبانه,38.095238095238095
Tripoli Al-Tal,Tripoli,التبانة,44.44444444444444,التبانة,تربل Al تال,44.44444444444444,المهاترة,تربل Al تال,42.10526315789474,الزاهرية,تريبل Al تال,40.0
Tripoli Al-Zehrieh,Tripoli,الزاهرية,47.61904761904762,الزاهرية,تربل Al زهريه,47.61904761904762,وادي النحلة,تربل Al ظاهريه,32.0,التبانة,تربل Al ظاهريه,31.578947368421055
Tripoli Jardins,Tripoli,التبانة,50.0,التبانة,تربل جاردنس,50.0,الرمانة,تربل جاردنس,37.5,وادي النحلة,تربل جاردنس,36.36363636363637
Tripoli Zeitoun,Tripoli,الزاهرية,47.05882352941177,الزاهرية,تربل زيةٌ,47.05882352941177,التبانة,تربل زيةٌ,42.857142857142854,المهاترة,تربل زيةٌ,40.0
Aadoua,Zgharta,عشاش,50.0,عشاش,عدوا,50.0,بيت عبيد,عدو,36.36363636363637,بيت عوكر,عدو,36.36363636363637
Acheiche,Zgharta,عشاش,75.0,عشاش,عشيش,75.0,القادريه,الشيشه,57.142857142857146,قره باش,الشيشه,46.15384615384615
Al-Harik,Zgharta,حارة الفوار,44.44444444444444,حارة الفوار,Al حارق,44.44444444444444,حرف ارده,Al حرك,42.857142857142854,حرف مزيارة,Al حريق,35.294117647058826
Al-Khaldyé,Zgharta,القادريه,58.8235294117647,القادريه,Al خالديه,58.8235294117647,مزرعة الفريديس,Al خالدي,36.36363636363637,حرف ارده,Al خالديه,35.294117647058826
Arbet Koshaya,Zgharta,عربة قزحيا,70.0,عربة قزحيا,عربة كوشيا,70.0,حارة الفوار,اربط كوشيا,52.63157894736842,بيت عبيد,أربت كشي,50.0
Ardate,Zgharta,القادريه,54.54545454545455,القادريه,اردتي,54.54545454545455,حرف ارده,أردته,46.15384615384615,مزرعة الفريديس,اردتي,42.10526315789474
Bsebhil,Zgharta,بيت عبيد,42.857142857142854,بيت عبيد,بسبهيل,42.857142857142854,اسلوت,بسبهل,40.0,عشاش,,40.0
Danhi,Zgharta,القادريه,44.44444444444444,القادريه,دنه,44.44444444444444,حرف ارده,دنه,36.36363636363637,قره باش,دانه,36.36363636363637
Ehden,Zgharta,القادريه,40.0,القادريه,اهدن,40.0,حارة الفوار,احضان,37.5,قره باش,اهدن,36.36363636363637
Ejbeh,Zgharta,اجبع,75.0,اجبع,اجبه,75.0,قره باش,عجباه,50.0,عشاش,عجباه,44.44444444444444
Karabeiche,Zgharta,القادريه,61.53846153846154,القادريه,كاربيشه,61.53846153846154,قره باش,كربيشه,46.15384615384615,بيت عبيد,كربيشي,42.857142857142854
Mazraat Ejbeh,Zgharta,مزرعة حوقا,70.0,مزرعة حوقا,مزرعة اجبه,70.0,مزرعة الفريديس,مزرعة اجبه,66.66666666666666,حرف مزيارة,مزرعة إجبح,60.0
Mazraat Jneide,Zgharta,مزرعة الفريديس,78.26086956521739,مزرعة الفريديس,مزرعة جنيدي,78.26086956521739,مزرعة حوقا,مزرعة جنيد,66.66666666666666,زغرتا حي الصليب الجنوبي,مزرات جنيد,53.84615384615385
Merh Kfarsghabe,Zgharta,مزرعة الفريديس,54.54545454545455,مزرعة الفريديس,مره كفرسغب,54.54545454545455,زغرتا حي المعاصر,ماره كفرصغاب,52.17391304347826,حرف مزيارة,ماره كفرسغب,47.61904761904762
n.a. (1),Zgharta,زغرتا حي الصليب الجنوبي,33.333333333333336,زغرتا حي الصليب الجنوبي,,33.333333333333336,حارة الفوار,,13.333333333333329,حرف ارده,,13.333333333333329
Sakhra,Zgharta,حارة الفوار,42.857142857142854,حارة الفوار,ساخرة,42.857142857142854,حرف مزيارة,ساخرة,40.0,مزرعة حوقا,ساخرة,40.0
Akmata,Jezzine,قتالة,54.54545454545455,قتالة,عقماتة,54.54545454545455,عين مجدلين,عقماتة,25.0,بحنين - كفرتعلا,أكمت,23.529411764705884
Arkoub (Mazraat),Jezzine,لبعه,21.05263157894737,لبعه,الركب (Mazraat),21.05263157894737,قتالة,الركب (Mazraat),20.0,عين مجدلين,الركب (Mazraat),16.0
Baba,Jezzine,قتالة,44.44444444444444,قتالة,بابة,44.44444444444444,لبعه,باب,28.57142857142857,بحنين - كفرتعلا,باب,25.0
Chabil,Jezzine,قتالة,44.44444444444444,قتالة,شابل,44.44444444444444,بحنين - كفرتعلا,شبيل,35.294117647058826,عين مجدلين,شبيل,28.57142857142857
El-Demachkiyeh,Jezzine,عين مجدلين,31.578947368421055,عين مجدلين,El دمشقيه,31.578947368421055,بحنين - كفرتعلا,El ضمشكياه,26.086956521739125,لبعه,El دمشقيه,15.384615384615387
El-Kabeh,Jezzine,لبعه,40.0,لبعه,El كبه,40.0,بحنين - كفرتعلا,El كابه,30.0,قتالة,El قبه,18.181818181818187
El-Mahmoudiyeh,Jezzine,عين مجدلين,42.10526315789474,عين مجدلين,El محمديه,42.10526315789474,قتالة,,33.333333333333336,بحنين - كفرتعلا,El محمديه,25.0
El-Rahbane,Jezzine,بحنين - كفرتعلا,33.33333333333333,بحنين - كفرتعلا,El رحباني,33.33333333333333,لبعه,El رهبنه,33.33333333333333,عين مجدلين,El رحبن,23.529411764705884
El-Rihane,Jezzine,عين مجدلين,33.33333333333333,عين مجدلين,El ريحان,33.33333333333333,بحنين - كفرتعلا,El رهان,30.0,لبعه,El رهن,20.0
El-Wadié,Jezzine,عين مجدلين,37.5,عين مجدلين,El ودي,37.5,لبعه,El وده,20.0,بحنين - كفرتعلا,El ودي,19.04761904761905
Haïdab,Jezzine,بحنين - كفرتعلا,33.33333333333333,بحنين - كفرتعلا,حيداب,33.33333333333333,لبعه,حدب,28.57142857142857,عين مجدلين,حيداب,26.66666666666667
Jabal Toura,Jezzine,قتالة,46.15384615384615,قتالة,جبل تورا,46.15384615384615,عين مجدلين,جبل ترى,35.294117647058826,بحنين - كفرتعلا,جبل طرة,30.0
Khellet Khazen,Jezzine,عين مجدلين,52.63157894736842,عين مجدلين,خلية خزين,52.63157894736842,قتالة,خلة خازن,46.15384615384615,بحنين - كفرتعلا,خلة خزين,38.095238095238095
Krouh,Jezzine,لبعه,28.57142857142857,لبعه,كره,28.57142857142857,بحنين - كفرتعلا,كره,25.0,قتالة,قره,25.0
litige,Jezzine,لبعه,50.0,لبعه,لتجه,50.0,عين مجدلين,لتيجي,40.0,قتالة,لتج,25.0
Mazraat Dahr el-Deir,Jezzine,بحنين - كفرتعلا,38.70967741935484,بحنين - كفرتعلا,مزرعة دحر el دير,38.70967741935484,عين مجدلين,مزرعة ضهر el دير,23.07692307692308,قتالة,مذراة ضهر el دير,19.04761904761905
Mazraat Daraya,Jezzine,بحنين - كفرتعلا,34.78260869565217,بحنين - كفرتعلا,مزرعة ضرية,34.78260869565217,عين مجدلين,مزرعة ضرية,30.0,قتالة,مذراة ضرية,26.66666666666667
Mazraat El Ouazaaiyé,Jezzine,بحنين - كفرتعلا,34.48275862068965,بحنين - كفرتعلا,مزرعة El اوزاي,34.48275862068965,عين مجدلين,مزرعة El أعزاي,33.33333333333333,قتالة,مزرعة El اوزاي,21.05263157894737
Mazraat Louzid (Louayziyé),Jezzine,بحنين - كفرتعلا,27.02702702702703,بحنين - كفرتعلا,مزرعة لزيد (Louayziyé),27.02702702702703,عين مجدلين,مزرعة لزيد (Louayziyé),18.75,لبعه,مزرعة لزد (Louayziyé),16.0
Sfarai,Jezzine,بحنين - كفرتعلا,33.33333333333333,بحنين - كفرتعلا,صفراي,33.33333333333333,قتالة,سفاري,20.0,عين مجدلين,سفري,14.285714285714292
Tamra,Jezzine,قتالة,44.44444444444444,قتالة,تمرة,44.44444444444444,بحنين - كفرتعلا,تمرا,23.529411764705884,عين مجدلين,تمر,15.384615384615387
Wadi Laimoune,Jezzine,عين مجدلين,55.55555555555556,عين مجدلين,ودي ليمن,55.55555555555556,بحنين - كفرتعلا,وادي ليمن,33.33333333333333,لبعه,وادي ليمن,25.0
Addoussiat,Saida,صيدا حي المسالخية,47.05882352941177,صيدا حي المسالخية,عدسية,47.05882352941177,صيدا حي الشارع,عدسات,42.857142857142854,صيدا حي القناية,عدسية,40.0
Aïn-el-Dib,Saida,صيدا حي الكنان,42.10526315789474,صيدا حي الكنان,عاين el دب,42.10526315789474,صيدا حي القناية,عاين el دب,40.0,صيدا حي الزويتيني,أين el دب,38.095238095238095
Arab Soukar,Saida,صيدا حي مكسر العبد,47.61904761904762,صيدا حي مكسر العبد,اراب سكر,47.61904761904762,صيدا حي السراي,اراب صقر,47.05882352941177,صيدا حي الشارع,اراب صقر,47.05882352941177
Arab Tabbaya,Saida,صيدا حي السراي,55.55555555555556,صيدا حي السراي,اراب طبيا,55.55555555555556,صيدا حي الشارع,اراب طبيا,55.55555555555556,صيدا حي القناية,اراب طابية,50.0
Bissariat,Saida,صيدا حي السبيل,53.333333333333336,صيدا حي السبيل,بصريات,53.333333333333336,صيدا حي المسالخية,بسارية,44.44444444444444,صيدا حي السراي,بسرية,42.857142857142854
Daoudiyé,Saida,صيدا حي القناية,40.0,صيدا حي القناية,داودي,40.0,صيدا حي المسالخية,داودي,35.294117647058826,صيدا حي الزويتيني,ضعوديي,33.33333333333333
Darbessim,Saida,صيدا حي مكسر العبد,33.33333333333333,صيدا حي مكسر العبد,دربسم,33.33333333333333,صيدا حي السبيل,ضربصم,28.57142857142857,صيدا حي السراي,ضربصم,28.57142857142857
Deir Takla,Saida,صيدا حي السبيل,47.05882352941177,صيدا حي السبيل,داير تقل,47.05882352941177,صيدا حي السراي,داير تقلا,44.44444444444444,صيدا حي الشارع,داير تقلا,44.44444444444444
El-Hajjé,Saida,صيدا حي القناية,35.294117647058826,صيدا حي القناية,El حاجي,35.294117647058826,صيدا حي الكشك,El حجي,31.578947368421055,صيدا حي المسالخية,El حاجي,31.578947368421055
El-Mhammariyé,Saida,صيدا حي الكشك,36.36363636363637,صيدا حي الكشك,El محمريي,36.36363636363637,صيدا حي السبيل,El محمريي,34.78260869565217,صيدا حي السراي,El محمريي,34.78260869565217
El Hartiyé,Saida,صيدا حي الكشك,38.095238095238095,صيدا حي الكشك,El حرتيي,38.095238095238095,صيدا حي السبيل,El حرتيي,36.36363636363637,صيدا حي السراي,El حرتيي,36.36363636363637
Jaziré,Saida,صيدا حي السراي,30.769230769230774,صيدا حي السراي,جذري,30.769230769230774,صيدا حي الشارع,جذري,30.769230769230774,صيدا حي الزويتيني,جزيره,23.529411764705884
Kaakiet El-Senaoubar,Saida,صيدا حي القناية,46.15384615384615,صيدا حي القناية,كاكية El صنعوبار,46.15384615384615,صيدا حي المسالخية,كاكية El صنعوبار,42.857142857142854,صيدا حي الكشك,كاكية El صنعوبار,41.666666666666664
Kaoutarite El-Riz,Saida,صيدا حي السراي,36.36363636363637,صيدا حي السراي,كوترتي El ريز,36.36363636363637,صيدا حي رجال الاربعين,كوترتي El ريز,34.48275862068965,صيدا حي الزويتيني,كوترتي El رز,33.33333333333333
Kaoutarite El-Siyad,Saida,صيدا حي مكسر العبد,51.851851851851855,صيدا حي مكسر العبد,كعوترت El صياد,51.851851851851855,صيدا حي الكشك,كعوترت El صيد,47.61904761904762,صيدا حي الكنان,كعوترت El صيد,45.45454545454545
Kfar Badda,Saida,صيدا حي الكنان,58.8235294117647,صيدا حي الكنان,كفار بدا,58.8235294117647,صيدا حي القناية,قفار بدا,55.55555555555556,صيدا حي الكشك,كفر بدا,53.333333333333336
Kherbet Bassal,Saida,صيدا حي المسالخية,47.61904761904762,صيدا حي المسالخية,خربة باسل,47.61904761904762,صيدا حي الكشك,كهربة بصال,44.44444444444444,صيدا حي مكسر العبد,كهربة بصال,43.47826086956522
Kherbet El-Douair,Saida,صيدا حي مكسر العبد,40.0,صيدا حي مكسر العبد,كهربة El دور,40.0,صيدا حي مار نقولا,خربة El دوار,38.46153846153846,صيدا حي السبيل,خربة El دوار,38.095238095238095
